Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,
7463,data/screenshots/7463_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7464,data/screenshots/7464_1_0_7_0_50_50_1_0_0.95059_1.73763_1.842046_2.037114_322.3841_20.47415_283.9527_168.9617_1_1_2_2.037114_1_0_9.png,1,0,7,0,50,50,1,0,0.95059,1.73763,1.842046,2.037114,322.3841,20.47415,283.9527,168.9617,1,1,2,2.037114,1,2.239049,0,0,9,
7465,data/screenshots/7465_1_0_3_0_50_50_1_0_2.521678_1.548606_1.766897_1.947845_341.6853_309.9625_285.027_253.2156_1_1_2_1.548606_1_0_5.png,1,0,3,0,50,50,1,0,2.521678,1.548606,1.766897,1.947845,341.6853,309.9625,285.027,253.2156,1,1,2,1.548606,1,1.17445,0,0,5,
7466,data/screenshots/7466_1_0_4_0_50_50_1_0_0.8577474_2.130838_2.170571_2.365511_164.0305_189.6397_134.5979_99.58783_1_1_0_50_1_0_6.png,1,0,4,0,50,50,1,0,0.8577474,2.130838,2.170571,2.365511,164.0305,189.6397,134.5979,99.58783,1,1,0,50,1,2.53134,0,0,6,
7467,data/screenshots/7467_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7468,data/screenshots/7468_1_0_4_0_50_50_1_0_0.8649136_1.324311_1.457103_4.290909_149.9994_165.8623_125.1529_190.1965_1_1_0_50_0_0_5.png,1,0,4,0,50,50,1,0,0.8649136,1.324311,1.457103,4.290909,149.9994,165.8623,125.1529,190.1965,1,1,0,50,0,50,0,0,5,
7469,data/screenshots/7469_0_1_4_0_50_50_1_0_0_1.02925_1.494064_2.166775_106.2565_93.77289_329.7843_190.6064_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.02925,1.494064,2.166775,106.2565,93.77289,329.7843,190.6064,1,1,0,50,0,50,0,0,5,
7470,data/screenshots/7470_0_1_4_0_50_50_1_0_0_1.055832_2.768872_2.894547_7.510017_135.9489_121.2061_161.1164_1_1_0_50_1_0_6.png,0,1,4,0,50,50,1,0,0,1.055832,2.768872,2.894547,7.510017,135.9489,121.2061,161.1164,1,1,0,50,1,3.180604,0,0,6,
7471,data/screenshots/7471_1_0_2_0_50_50_1_0_2.571999_3.394911_4.112639_50_299.8032_296.805_1000_233.3584_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,2.571999,3.394911,4.112639,50,299.8032,296.805,1000,233.3584,1,1,0,50,0,50,0,0,3,
7472,data/screenshots/7472_1_0_1_0_50_50_1_0_2.053337_4.770554_50_50_299.2883_1000_1000_260.6468_1_1_0_50_1_0_3.png,1,0,1,0,50,50,1,0,2.053337,4.770554,50,50,299.2883,1000,1000,260.6468,1,1,0,50,1,0.5774753,0,0,3,
7473,data/screenshots/7473_1_0_1_0_50_50_1_0_1.405229_4.22037_50_50_10.69019_1000_1000_330.3369_1_1_0_50_1_0_3.png,1,0,1,0,50,50,1,0,1.405229,4.22037,50,50,10.69019,1000,1000,330.3369,1,1,0,50,1,5.20237,0,0,3,
7474,data/screenshots/7474_1_0_6_0_50_50_1_0_1.020233_1.343514_2.527578_2.56825_257.6291_54.69105_36.98067_67.96605_1_1_0_50_0_1_7.png,1,0,6,0,50,50,1,0,1.020233,1.343514,2.527578,2.56825,257.6291,54.69105,36.98067,67.96605,1,1,0,50,0,50,1,0,7,
7475,data/screenshots/7475_1_0_3_0_50_50_1_0_2.858646_1.074616_2.692383_3.270138_195.0005_237.1088_233.8304_25.96649_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.858646,1.074616,2.692383,3.270138,195.0005,237.1088,233.8304,25.96649,1,1,0,50,0,50,0,0,4,
7476,data/screenshots/7476_1_0_5_0_50_50_1_0_1.666821_0.7563447_0.8851461_1.094414_281.6005_130.5779_7.529449_125.3969_1_1_0_50_0_0_6.png,1,0,5,0,50,50,1,0,1.666821,0.7563447,0.8851461,1.094414,281.6005,130.5779,7.529449,125.3969,1,1,0,50,0,50,0,0,6,
7477,data/screenshots/7477_0_1_5_0_50_50_1_0_0_0.6387995_0.9203073_1.662504_34.68225_58.51254_105.6733_49.0081_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,0.6387995,0.9203073,1.662504,34.68225,58.51254,105.6733,49.0081,1,1,0,50,0,50,0,0,6,
7478,data/screenshots/7478_0_1_5_0_50_50_1_0_0_1.839419_2.142073_2.150788_54.48822_19.44797_4.957581_3.487411_1_1_0_50_0_0_6.png,0,1,5,0,50,50,1,0,0,1.839419,2.142073,2.150788,54.48822,19.44797,4.957581,3.487411,1,1,0,50,0,50,0,1,6,
7479,data/screenshots/7479_1_0_6_5_0.8285719_3.150125_0_1_0.8838763_0.8122914_2.327486_2.914709_260.5252_357.9056_15.06488_291.6328_0_0_0_50_1_0_8.png,1,0,6,5,0.8285719,3.150125,0,1,0.8838763,0.8122914,2.327486,2.914709,260.5252,357.9056,15.06488,291.6328,0,0,0,50,1,3.018491,0,0,8,
7480,data/screenshots/7480_1_0_4_0_50_50_0_0_2.113299_0.4183073_1.205239_1.791419_192.0724_74.48903_35.77885_342.7052_0_1_0_50_1_0_6.png,1,0,4,0,50,50,0,0,2.113299,0.4183073,1.205239,1.791419,192.0724,74.48903,35.77885,342.7052,0,1,0,50,1,1.467268,0,0,6,
7481,data/screenshots/7481_1_0_4_0_50_50_0_0_0.5456733_0.4282115_2.323679_2.700667_95.31982_71.09268_352.3011_300.7315_0_0_0_50_0_0_5.png,1,0,4,0,50,50,0,0,0.5456733,0.4282115,2.323679,2.700667,95.31982,71.09268,352.3011,300.7315,0,0,0,50,0,50,0,1,5,
7482,data/screenshots/7482_0_1_1_0_50_50_0_0_0_4.742368_50_50_303.587_1000_1000_333.3185_0_1_1_4.742368_0_0_2.png,0,1,1,0,50,50,0,0,0,4.742368,50,50,303.587,1000,1000,333.3185,0,1,1,4.742368,0,50,0,0,2,
7483,data/screenshots/7483_0_1_8_0_50_50_0_0_0_1.182327_3.382809_3.991252_355.4167_324.4182_302.6523_49.73517_1_0_0_50_0_2_9.png,0,1,8,0,50,50,0,0,0,1.182327,3.382809,3.991252,355.4167,324.4182,302.6523,49.73517,1,0,0,50,0,50,2,1,9,
7484,data/screenshots/7484_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7485,data/screenshots/7485_0_1_4_0_50_50_0_0_0_4.632174_4.872771_50_166.5263_146.8193_1000_233.2614_0_0_0_50_0_2_5.png,0,1,4,0,50,50,0,0,0,4.632174,4.872771,50,166.5263,146.8193,1000,233.2614,0,0,0,50,0,50,2,0,5,
7486,data/screenshots/7486_0_1_4_3_0.9279552_3.064446_0_0_0_2.697609_2.746176_3.992145_162.9514_197.2815_179.6425_104.4894_0_0_0_50_0_0_5.png,0,1,4,3,0.9279552,3.064446,0,0,0,2.697609,2.746176,3.992145,162.9514,197.2815,179.6425,104.4894,0,0,0,50,0,50,0,1,5,
7487,data/screenshots/7487_1_0_3_3_0.9372525_4.452062_0_0_2.554206_3.52456_4.890054_5.0757_181.9505_169.8115_188.4406_189.3042_0_0_0_50_1_1_6.png,1,0,3,3,0.9372525,4.452062,0,0,2.554206,3.52456,4.890054,5.0757,181.9505,169.8115,188.4406,189.3042,0,0,0,50,1,5.576078,1,1,6,
7488,data/screenshots/7488_1_0_1_3_0.7122387_0_1_1_1.817488_0.7122387_0.7122388_0.7122389_95.00001_335_215_0_1_1_0_50_0_0_4.png,1,0,1,3,0.7122387,0,1,1,1.817488,0.7122387,0.7122388,0.7122389,95.00001,335,215,0,1,1,0,50,0,50,0,1,4,
7489,data/screenshots/7489_0_1_3_0_50_50_1_0_0_1.374794_1.383195_3.776459_197.604_177.1493_62.66095_326.604_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,1.374794,1.383195,3.776459,197.604,177.1493,62.66095,326.604,1,1,0,50,0,50,0,0,4,
7490,data/screenshots/7490_0_1_6_0_50_50_1_0_0_0.5360556_0.9095977_2.388579_326.2831_314.4681_199.7364_174.4324_1_1_0_50_0_2_7.png,0,1,6,0,50,50,1,0,0,0.5360556,0.9095977,2.388579,326.2831,314.4681,199.7364,174.4324,1,1,0,50,0,50,2,0,7,
7491,data/screenshots/7491_0_1_3_0_50_50_1_0_0_0.4500863_3.449183_5.885013_53.25381_2.164825_28.66739_0.1395416_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,0.4500863,3.449183,5.885013,53.25381,2.164825,28.66739,0.1395416,1,1,0,50,0,50,0,0,4,
7492,data/screenshots/7492_0_1_1_0_50_50_1_0_0_2.322317_50_50_60.21338_1000_1000_29.76646_1_1_0_50_0_0_2.png,0,1,1,0,50,50,1,0,0,2.322317,50,50,60.21338,1000,1000,29.76646,1,1,0,50,0,50,0,0,2,
7493,data/screenshots/7493_1_0_3_0_50_50_1_0_2.170781_0.5255291_3.577737_4.090701_17.01373_125.7631_93.16907_175.7802_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.170781,0.5255291,3.577737,4.090701,17.01373,125.7631,93.16907,175.7802,1,1,0,50,0,50,0,0,4,
7494,data/screenshots/7494_1_0_0_0_50_50_1_0_2.084726_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,1,0,0,0,50,50,1,0,2.084726,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7495,data/screenshots/7495_0_1_3_0_50_50_1_0_0_2.194304_2.592495_5.521636_198.8112_196.2925_230.7834_186.7467_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,2.194304,2.592495,5.521636,198.8112,196.2925,230.7834,186.7467,1,1,0,50,0,50,0,0,4,
7496,data/screenshots/7496_0_1_1_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_1_2.png,0,1,1,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,1,0,2,
7497,data/screenshots/7497_0_1_4_0_50_50_1_0_0_1.981978_2.135869_3.209145_131.2108_357.2905_91.56424_18.92969_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.981978,2.135869,3.209145,131.2108,357.2905,91.56424,18.92969,1,1,0,50,0,50,0,0,5,
7498,data/screenshots/7498_1_0_2_0_50_50_1_0_0.8158242_1.693092_5.325294_50_205.5645_258.1823_1000_61.84769_1_1_0_50_0_0_3.png,1,0,2,0,50,50,1,0,0.8158242,1.693092,5.325294,50,205.5645,258.1823,1000,61.84769,1,1,0,50,0,50,0,0,3,
7499,data/screenshots/7499_1_0_5_4_0.5001178_0_1_1_2.105954_0.5001178_0.5001178_0.5001178_194_284_104_0_1_1_0_50_0_0_6.png,1,0,5,4,0.5001178,0,1,1,2.105954,0.5001178,0.5001178,0.5001178,194,284,104,0,1,1,0,50,0,50,0,0,6,
7500,data/screenshots/7500_0_1_0_4_0.7163303_1.295229_0_0_0_0.8013524_1.080916_1.792516_209.5051_146.4234_199.4813_242.9377_0_0_0_50_0_0_5.png,0,1,0,4,0.7163303,1.295229,0,0,0,0.8013524,1.080916,1.792516,209.5051,146.4234,199.4813,242.9377,0,0,0,50,0,50,0,0,5,
7501,data/screenshots/7501_0_1_1_4_0.584101_4.177394_0_0_0_3.593353_4.21037_4.225681_180.1232_172.0264_187.9445_180.8815_0_0_0_50_0_0_5.png,0,1,1,4,0.584101,4.177394,0,0,0,3.593353,4.21037,4.225681,180.1232,172.0264,187.9445,180.8815,0,0,0,50,0,50,0,0,5,
7502,data/screenshots/7502_1_0_7_3_0.6758497_0_1_1_1.678456_0.6758497_0.6758497_0.6758498_271_151_31.00002_0_1_1_0_50_0_1_8.png,1,0,7,3,0.6758497,0,1,1,1.678456,0.6758497,0.6758497,0.6758498,271,151,31.00002,0,1,1,0,50,0,50,1,0,8,
7503,data/screenshots/7503_0_1_6_3_0.7253547_1.025017_0_0_0_0.9128186_0.9128845_1.750371_136.5159_223.4831_179.9989_76.51862_0_0_0_50_1_0_8.png,0,1,6,3,0.7253547,1.025017,0,0,0,0.9128186,0.9128845,1.750371,136.5159,223.4831,179.9989,76.51862,0,0,0,50,1,4.828393,0,1,8,
7504,data/screenshots/7504_0_1_0_3_0.5532956_1.261334_0_0_0_0.9215193_1.273799_1.794306_156.6331_205.2065_174.3389_115.2896_0_0_0_50_1_0_5.png,0,1,0,3,0.5532956,1.261334,0,0,0,0.9215193,1.273799,1.794306,156.6331,205.2065,174.3389,115.2896,0,0,0,50,1,3.749807,0,0,5,
7505,data/screenshots/7505_1_0_4_0_50_50_0_0_0.8242016_1.337172_5.0901_5.33497_337.9944_223.989_218.1338_79.98987_1_0_0_50_1_0_6.png,1,0,4,0,50,50,0,0,0.8242016,1.337172,5.0901,5.33497,337.9944,223.989,218.1338,79.98987,1,0,0,50,1,3.760256,0,0,6,
7506,data/screenshots/7506_1_0_4_0_50_50_0_0_1.807214_4.875437_5.696777_50_15.29108_20.39997_1000_102.4204_1_0_0_50_0_2_5.png,1,0,4,0,50,50,0,0,1.807214,4.875437,5.696777,50,15.29108,20.39997,1000,102.4204,1,0,0,50,0,50,2,0,5,
7507,data/screenshots/7507_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7508,data/screenshots/7508_0_1_4_3_0.9983336_3.454682_0_0_0_2.550027_2.981072_3.739099_188.1573_274.2467_164.6989_209.4071_0_0_0_50_0_0_5.png,0,1,4,3,0.9983336,3.454682,0,0,0,2.550027,2.981072,3.739099,188.1573,274.2467,164.6989,209.4071,0,0,0,50,0,50,0,0,5,
7509,data/screenshots/7509_0_1_3_3_0.6208758_4.576499_0_0_0_4.282908_4.316942_5.197133_187.0845_172.7247_180.2035_245.3806_0_0_0_50_0_1_5.png,0,1,3,3,0.6208758,4.576499,0,0,0,4.282908,4.316942,5.197133,187.0845,172.7247,180.2035,245.3806,0,0,0,50,0,50,1,0,5,
7510,data/screenshots/7510_0_1_5_0_50_50_0_0_0_1.059338_1.769253_3.109557_22.42418_0.3739929_9.859451_202.8047_1_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.059338,1.769253,3.109557,22.42418,0.3739929,9.859451,202.8047,1,0,0,50,0,50,0,0,6,
7511,data/screenshots/7511_0_1_1_0_50_50_0_0_0_4.007018_50_50_147.6259_1000_1000_148.4307_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,4.007018,50,50,147.6259,1000,1000,148.4307,0,0,0,50,0,50,0,0,2,
7512,data/screenshots/7512_1_0_3_0_50_50_0_0_2.072155_1.377632_6.746868_50_64.77036_8.024414_1000_17.20102_0_1_2_1.377632_0_1_4.png,1,0,3,0,50,50,0,0,2.072155,1.377632,6.746868,50,64.77036,8.024414,1000,17.20102,0,1,2,1.377632,0,50,1,0,4,
7513,data/screenshots/7513_0_1_0_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,1.243976,0,1,2,
7514,data/screenshots/7514_0_1_5_0_50_50_0_0_0_1.459725_2.194988_3.336084_196.9187_145.0489_262.7402_55.11969_0_0_0_50_0_0_6.png,0,1,5,0,50,50,0,0,0,1.459725,2.194988,3.336084,196.9187,145.0489,262.7402,55.11969,0,0,0,50,0,50,0,1,6,
7515,data/screenshots/7515_0_1_5_3_0.8117331_4.321082_0_1_0_3.659792_4.366024_4.943748_353.2135_10.70685_322.1592_141.02_1_0_0_50_0_0_6.png,0,1,5,3,0.8117331,4.321082,0,1,0,3.659792,4.366024,4.943748,353.2135,10.70685,322.1592,141.02,1,0,0,50,0,50,0,0,6,
7516,data/screenshots/7516_1_0_4_0_50_50_0_0_1.87605_0.4189627_0.7314352_0.7571198_286.0682_341.0262_242.2511_321.0339_0_1_1_0.9073262_0_0_5.png,1,0,4,0,50,50,0,0,1.87605,0.4189627,0.7314352,0.7571198,286.0682,341.0262,242.2511,321.0339,0,1,1,0.9073262,0,50,0,0,5,
7517,data/screenshots/7517_1_0_2_0_50_50_0_0_1.563909_1.095321_2.370072_50_122.9341_71.69138_1000_15.15085_0_1_1_2.370072_0_0_3.png,1,0,2,0,50,50,0,0,1.563909,1.095321,2.370072,50,122.9341,71.69138,1000,15.15085,0,1,1,2.370072,0,50,0,0,3,
7518,data/screenshots/7518_0_1_6_0_50_50_0_0_0_0.5937657_0.6118361_3.155902_114.1177_341.1634_169.9233_101.0259_0_0_0_50_0_0_7.png,0,1,6,0,50,50,0,0,0,0.5937657,0.6118361,3.155902,114.1177,341.1634,169.9233,101.0259,0,0,0,50,0,50,0,0,7,
7519,data/screenshots/7519_0_1_2_0_50_50_0_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_2_3.png,0,1,2,0,50,50,0,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,2,0,3,
7520,data/screenshots/7520_0_1_5_0_50_50_0_0_0_1.241392_3.116283_3.118501_188.1178_242.202_181.7905_351.1894_0_1_0_50_0_1_6.png,0,1,5,0,50,50,0,0,0,1.241392,3.116283,3.118501,188.1178,242.202,181.7905,351.1894,0,1,0,50,0,50,1,0,6,
7521,data/screenshots/7521_1_0_5_4_0.7874053_0_1_1_0.9660216_0.7874053_0.7874053_0.7874053_98_188_278_0_1_1_0_50_0_0_6.png,1,0,5,4,0.7874053,0,1,1,0.9660216,0.7874053,0.7874053,0.7874053,98,188,278,0,1,1,0,50,0,50,0,0,6,
7522,data/screenshots/7522_0_1_0_4_0.9760479_2.575629_0_0_0_1.686867_2.431568_3.043115_168.8926_202.2411_162.3958_149.4449_0_0_0_50_0_0_5.png,0,1,0,4,0.9760479,2.575629,0,0,0,1.686867,2.431568,3.043115,168.8926,202.2411,162.3958,149.4449,0,0,0,50,0,50,0,0,5,
7523,data/screenshots/7523_0_1_4_0_50_50_0_0_0_1.726691_3.132482_5.30038_74.36685_100.7327_60.32681_359.3149_0_1_0_50_0_0_5.png,0,1,4,0,50,50,0,0,0,1.726691,3.132482,5.30038,74.36685,100.7327,60.32681,359.3149,0,1,0,50,0,50,0,0,5,
7524,data/screenshots/7524_0_1_5_4_0.5950733_0_1_1_0_0.5950732_0.5950732_0.5950732_121_211_301_0_1_1_0_50_0_0_6.png,0,1,5,4,0.5950733,0,1,1,0,0.5950732,0.5950732,0.5950732,121,211,301,0,1,1,0,50,0,50,0,0,6,
7525,data/screenshots/7525_1_0_6_3_0.5422484_0_1_1_2.784557_0.5422482_0.5422484_0.5422486_47.00001_287_167_0_1_1_0_50_0_0_7.png,1,0,6,3,0.5422484,0,1,1,2.784557,0.5422482,0.5422484,0.5422486,47.00001,287,167,0,1,1,0,50,0,50,0,0,7,
7526,data/screenshots/7526_1_0_9_0_50_50_1_0_1.157246_1.079019_1.489945_1.773769_49.55881_69.80118_208.3027_297.5588_1_1_1_1.773769_0_2_10.png,1,0,9,0,50,50,1,0,1.157246,1.079019,1.489945,1.773769,49.55881,69.80118,208.3027,297.5588,1,1,1,1.773769,0,50,2,0,10,
7527,data/screenshots/7527_0_1_3_0_50_50_1_0_0_3.78616_3.948863_4.513713_54.94569_44.16155_35.49957_266.2485_1_1_0_50_0_0_4.png,0,1,3,0,50,50,1,0,0,3.78616,3.948863,4.513713,54.94569,44.16155,35.49957,266.2485,1,1,0,50,0,50,0,0,4,
7528,data/screenshots/7528_0_1_2_0_50_50_1_0_0_1.805919_2.451586_50_279.5577_279.7731_1000_140.8062_1_1_0_50_0_0_3.png,0,1,2,0,50,50,1,0,0,1.805919,2.451586,50,279.5577,279.7731,1000,140.8062,1,1,0,50,0,50,0,0,3,
7529,data/screenshots/7529_0_1_6_0_50_50_1_0_0_2.930636_3.075447_3.218002_1.084858_259.6078_277.3642_48.89105_1_1_1_3.218002_0_0_7.png,0,1,6,0,50,50,1,0,0,2.930636,3.075447,3.218002,1.084858,259.6078,277.3642,48.89105,1,1,1,3.218002,0,50,0,0,7,
7530,data/screenshots/7530_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7531,data/screenshots/7531_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,0,50,0,0,1,
7532,data/screenshots/7532_1_0_4_0_50_50_1_0_2.673822_0.4181409_0.5920238_0.6107021_337.0039_159.7664_81.78116_205.1743_1_1_0_50_0_0_5.png,1,0,4,0,50,50,1,0,2.673822,0.4181409,0.5920238,0.6107021,337.0039,159.7664,81.78116,205.1743,1,1,0,50,0,50,0,0,5,
7533,data/screenshots/7533_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_1_1_0_50_1_0_2.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,1,1,0,50,1,3.442206,0,0,2,
7534,data/screenshots/7534_1_0_2_0_50_50_1_0_0.644124_1.631185_2.326548_50_173.5045_266.3667_1000_277.4413_1_1_0_50_1_0_4.png,1,0,2,0,50,50,1,0,0.644124,1.631185,2.326548,50,173.5045,266.3667,1000,277.4413,1,1,0,50,1,3.824353,0,0,4,
7535,data/screenshots/7535_0_1_5_3_0.8373834_1.635798_0_0_0_0.7958878_0.9674503_1.87634_342.7453_156.8655_206.4663_127.7501_1_0_0_50_0_0_6.png,0,1,5,3,0.8373834,1.635798,0,0,0,0.7958878,0.9674503,1.87634,342.7453,156.8655,206.4663,127.7501,1,0,0,50,0,50,0,0,6,
7536,data/screenshots/7536_1_0_4_0_50_50_0_0_1.549258_1.361345_1.594705_4.131957_308.9226_2.577187_263.9034_355.6727_0_1_0_50_0_0_5.png,1,0,4,0,50,50,0,0,1.549258,1.361345,1.594705,4.131957,308.9226,2.577187,263.9034,355.6727,0,1,0,50,0,50,0,0,5,
7537,data/screenshots/7537_0_1_7_3_0.5569501_4.8691_0_1_0_3.34311_3.741199_3.84374_53.19547_342.2469_26.75601_122.1057_0_0_1_3.84374_0_0_8.png,0,1,7,3,0.5569501,4.8691,0,1,0,3.34311,3.741199,3.84374,53.19547,342.2469,26.75601,122.1057,0,0,1,3.84374,0,50,0,0,8,
7538,data/screenshots/7538_1_0_1_3_0.7041135_0_1_1_0.5931162_0.7041134_0.7041135_0.7041136_40.00001_280_160_0_1_1_0_50_1_0_5.png,1,0,1,3,0.7041135,0,1,1,0.5931162,0.7041134,0.7041135,0.7041136,40.00001,280,160,0,1,1,0,50,1,2.884922,0,0,5,
7539,data/screenshots/7539_0_1_4_0_50_50_1_0_0_1.188078_2.013952_3.324565_348.4771_283.9522_276.4131_110.4771_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,1.188078,2.013952,3.324565,348.4771,283.9522,276.4131,110.4771,1,1,0,50,0,50,0,0,5,
7540,data/screenshots/7540_1_0_3_0_50_50_1_0_1.207063_1.563953_3.932286_50_326.4657_19.30721_1000_261.9428_1_1_2_1.563953_0_1_4.png,1,0,3,0,50,50,1,0,1.207063,1.563953,3.932286,50,326.4657,19.30721,1000,261.9428,1,1,2,1.563953,0,50,1,0,4,
7541,data/screenshots/7541_0_1_4_0_50_50_1_0_0_2.280812_5.097814_5.305111_332.5337_46.62723_39.0397_314.318_1_1_0_50_0_0_5.png,0,1,4,0,50,50,1,0,0,2.280812,5.097814,5.305111,332.5337,46.62723,39.0397,314.318,1,1,0,50,0,50,0,0,5,
7542,data/screenshots/7542_1_0_9_0_50_50_1_0_2.419765_1.599144_2.18329_2.559139_28.09354_29.56427_126.8175_229.505_1_1_2_2.559139_1_2_11.png,1,0,9,0,50,50,1,0,2.419765,1.599144,2.18329,2.559139,28.09354,29.56427,126.8175,229.505,1,1,2,2.559139,1,0.5674571,2,1,11,
7543,data/screenshots/7543_1_0_3_0_50_50_1_0_2.723637_3.276078_3.942369_4.560411_89.67471_207.526_140.5186_18.90369_1_1_0_50_0_0_4.png,1,0,3,0,50,50,1,0,2.723637,3.276078,3.942369,4.560411,89.67471,207.526,140.5186,18.90369,1,1,0,50,0,50,0,0,4,
7544,data/screenshots/7544_0_1_6_0_50_50_1_0_0_0.6996552_2.935385_5.235912_312.3658_134.9762_75.46303_182.1133_1_1_2_5.235912_1_2_8.png,0,1,6,0,50,50,1,0,0,0.6996552,2.935385,5.235912,312.3658,134.9762,75.46303,182.1133,1,1,2,5.235912,1,4.995194,2,0,8,
7545,data/screenshots/7545_1_0_7_3_0.5535219_1.099237_0_0_1.846119_0.6738415_0.8244515_1.079612_88.24858_150.7646_209.4161_230.5754_0_0_2_0.6738415_1_0_9.png,1,0,7,3,0.5535219,1.099237,0,0,1.846119,0.6738415,0.8244515,1.079612,88.24858,150.7646,209.4161,230.5754,0,0,2,0.6738415,1,2.128547,0,0,9,
7546,data/screenshots/7546_0_1_1_3_0.7884042_4.57555_0_0_0_3.82651_4.820023_5.176574_176.6309_189.1545_173.9902_160.0585_0_0_0_50_0_0_4.png,0,1,1,3,0.7884042,4.57555,0,0,0,3.82651,4.820023,5.176574,176.6309,189.1545,173.9902,160.0585,0,0,0,50,0,50,0,0,4,
7547,data/screenshots/7547_1_0_0_3_0.6133295_1.776706_0_0_1.04253_1.342836_1.802601_2.354993_196.1338_160.2841_185.7262_233.6077_0_0_0_50_0_0_4.png,1,0,0,3,0.6133295,1.776706,0,0,1.04253,1.342836,1.802601,2.354993,196.1338,160.2841,185.7262,233.6077,0,0,0,50,0,50,0,0,4,
7548,data/screenshots/7548_0_1_1_3_0.5430898_3.885383_0_0_0_3.504816_3.80419_4.406569_186.0185_171.9908_182.1143_228.6_0_0_0_50_0_0_4.png,0,1,1,3,0.5430898,3.885383,0,0,0,3.504816,3.80419,4.406569,186.0185,171.9908,182.1143,228.6,0,0,0,50,0,50,0,1,4,
7549,data/screenshots/7549_1_0_2_3_0.8466842_0_1_1_0.812562_0.8466842_0.8466843_0.8466843_37_157_277_0_1_1_0_50_1_0_5.png,1,0,2,3,0.8466842,0,1,1,0.812562,0.8466842,0.8466843,0.8466843,37,157,277,0,1,1,0,50,1,2.533746,0,0,5,
7550,data/screenshots/7550_1_0_4_0_50_50_1_0_1.002062_3.548326_3.949362_4.569036_108.5738_153.2572_96.3371_84.57376_1_1_0_50_0_1_5.png,1,0,4,0,50,50,1,0,1.002062,3.548326,3.949362,4.569036,108.5738,153.2572,96.3371,84.57376,1,1,0,50,0,50,1,1,5,
7551,data/screenshots/7551_1_0_5_4_0.7727394_0_1_1_1.080434_0.7727394_0.7727394_0.7727394_19_109_199_0_1_1_0_50_0_0_6.png,1,0,5,4,0.7727394,0,1,1,1.080434,0.7727394,0.7727394,0.7727394,19,109,199,0,1,1,0,50,0,50,0,0,6,
